src,tgt,dist,src_lab,tgt_lab,isnbr,src_lab_,tgt_lab_,wts
463,631,32.89687145383631,37097,37059,FALSE,37059,37097,1
463,501,34.66426079572978,37097,37035,FALSE,37035,37097,1
464,259,70.17121214683692,37091,51550,FALSE,37091,51550,1
464,590,74.66748404583048,37091,37065,FALSE,37065,37091,1
465,158,51.263178863869605,36057,36001,FALSE,36001,36057,1
465,43,52.39367227153394,36057,36091,FALSE,36057,36091,1
466,806,38.87683650285598,53073,53057,FALSE,53057,53073,1
466,352,87.75082334614805,53073,53061,FALSE,53061,53073,1
468,819,36.773201250886764,22007,22005,FALSE,22005,22007,1
469,198,48.42232687320927,17141,17037,FALSE,17037,17141,1
469,787,49.97187492621937,17141,17015,FALSE,17015,17141,1
470,444,163.59867117153345,55051,55073,FALSE,55051,55073,1
471,352,88.01783716166477,53007,53061,FALSE,53007,53061,1
471,551,99.8520973214614,53007,53033,FALSE,53007,53033,1
474,522,48.43584759316165,37085,37101,FALSE,37085,37101,1
475,719,42.2216089477584,40145,40143,FALSE,40143,40145,1
476,424,43.01468120765927,27163,27037,FALSE,27037,27163,1
477,565,12.244502489632987,51740,51710,FALSE,51710,51740,1
478,872,46.032730895700716,42051,42129,FALSE,42051,42129,1
479,744,105.75608695722474,51171,24043,FALSE,24043,51171,1
480,651,45.51191735949544,12107,12019,FALSE,12019,12107,1
481,703,46.79583735207502,21107,21047,FALSE,21047,21107,1
482,731,52.008590860363626,12065,13275,FALSE,12065,13275,1
483,15,74.65955400938401,28005,22105,FALSE,22105,28005,1
484,742,36.36581091075786,26025,26023,FALSE,26023,26025,1
484,704,40.870362511828354,26025,26045,FALSE,26025,26045,1
485,335,75.92192346567454,08123,08001,FALSE,08001,08123,1
485,192,87.69987038811068,08123,08014,FALSE,08014,08123,1
486,209,86.86453434693115,19153,19157,FALSE,19153,19157,1
487,621,56.77979077402231,48349,48293,FALSE,48293,48349,1
488,658,32.15896343106964,47187,47037,FALSE,47037,47187,1
488,832,35.01639102692067,47187,47119,FALSE,47119,47187,1
489,753,19.61386998718497,13247,13217,FALSE,13217,13247,1
490,595,103.33919122618693,35045,35031,FALSE,35031,35045,1
491,846,54.414153548475426,22031,48365,FALSE,22031,48365,1
491,504,59.48022558982945,22031,22017,FALSE,22017,22031,1
492,520,50.611103227459324,06019,06039,TRUE,06019,06039,1
493,730,40.331888470563065,17167,17021,FALSE,17021,17167,1
493,530,46.59805364302967,17167,17137,FALSE,17137,17167,1
494,638,50.906739815732834,26137,26031,FALSE,26031,26137,1
494,299,55.54623065448982,26137,26079,FALSE,26079,26137,1
495,475,47.043895441341085,40021,40145,FALSE,40021,40145,1
496,603,46.77144136786847,48231,48085,FALSE,48085,48231,1
497,583,43.11112664425205,40113,40117,FALSE,40113,40117,1
498,505,58.176603790454365,37039,37113,FALSE,37039,37113,1
499,592,38.79170805828079,26107,26117,FALSE,26107,26117,1
499,816,39.71345745568385,26107,26073,FALSE,26073,26107,1
500,687,59.852604998939796,21195,51195,FALSE,21195,51195,1
501,521,41.121157320859375,37035,37071,FALSE,37035,37071,1
502,712,37.44785982675222,17179,17143,FALSE,17143,17179,1
503,160,63.07015997833195,08069,08013,FALSE,08013,08069,1
503,192,86.62196433321584,08069,08014,FALSE,08014,08069,1
504,633,27.54473367255489,22017,22015,FALSE,22015,22017,1
505,180,58.43654140910023,37113,13137,FALSE,13137,37113,1
506,165,46.69293317438923,17099,17093,FALSE,17093,17099,1
506,198,62.06460084973972,17099,17037,FALSE,17037,17099,1
507,759,28.28478131543812,18035,18095,FALSE,18035,18095,1
507,330,34.15664935942153,18035,18135,FALSE,18035,18135,1
508,582,38.40494873438556,28045,28047,FALSE,28045,28047,1
509,773,26.958978065892797,47093,47001,FALSE,47001,47093,1
510,579,35.14556462110883,29095,29047,FALSE,29047,29095,1
511,320,50.65131187336315,28129,28121,FALSE,28121,28129,1
511,826,59.470851422937095,28129,28065,FALSE,28065,28129,1
512,842,42.00997307287836,16075,16027,FALSE,16027,16075,1
513,532,55.9351460835415,21145,21143,FALSE,21143,21145,1
513,545,61.97986745539827,21145,21035,FALSE,21035,21145,1
515,811,36.67095935118549,13093,13153,FALSE,13093,13153,1
516,179,90.23396284225171,48049,48143,FALSE,48049,48143,1
516,861,102.87054241293525,48049,48441,FALSE,48049,48441,1
519,879,53.86096255318514,29169,29029,FALSE,29029,29169,1
519,228,75.70399565964311,29169,29051,FALSE,29051,29169,1
520,628,86.19180920231469,06039,06047,FALSE,06039,06047,1
521,151,57.62387917651536,37071,37025,FALSE,37025,37071,1
522,630,37.00663877051227,37101,37191,FALSE,37101,37191,1
522,419,45.343195053791085,37101,37195,FALSE,37101,37195,1
523,813,36.5751068450616,06085,06087,FALSE,06085,06087,1
523,568,51.247566015040164,06085,06001,TRUE,06001,06085,1
525,868,58.24692731468381,53005,53021,FALSE,53005,53021,1
526,774,27.702201983102842,39043,39077,FALSE,39043,39077,1
526,540,34.30941516505197,39043,39093,FALSE,39043,39093,1
527,847,17.509301633897252,29189,29510,FALSE,29189,29510,1
527,639,43.43399518891699,29189,29099,FALSE,29099,29189,1
528,783,30.59376660936378,17007,17111,FALSE,17007,17111,1
529,807,45.5218273745352,55025,55021,FALSE,55021,55025,1
530,730,81.52899410082739,17137,17021,FALSE,17021,17137,1
531,825,31.234449378605756,37167,37123,FALSE,37123,37167,1
532,545,47.91830130675992,21143,21035,FALSE,21035,21143,1
532,703,54.47141200783006,21143,21047,FALSE,21047,21143,1
533,612,90.1538713669546,26069,26017,FALSE,26017,26069,1
533,348,100.06750965144069,26069,26157,FALSE,26069,26157,1
534,212,65.37161436472215,13069,13277,FALSE,13069,13277,1
535,534,68.4791377449165,13299,13069,TRUE,13069,13299,1
536,736,34.73030067829932,22051,22057,FALSE,22051,22057,1
537,801,39.68789872799551,22103,22071,FALSE,22071,22103,1
537,508,45.042896927589716,22103,28045,FALSE,22103,28045,1
538,784,31.399338895427945,39027,39165,FALSE,39027,39165,1
540,856,42.828945987478384,39093,39103,FALSE,39093,39103,1
541,829,56.264605957854,24025,42071,FALSE,24025,42071,1
542,547,39.74707574669286,26067,26081,TRUE,26067,26081,1
543,859,71.79276826063688,37129,37047,FALSE,37047,37129,1
543,575,72.61108950367628,37129,37133,FALSE,37129,37133,1
544,545,83.2720141538157,47131,21035,FALSE,21035,47131,1
544,513,86.21213960082129,47131,21145,FALSE,21145,47131,1
546,761,22.57906950048425,22033,22121,FALSE,22033,22121,1
546,755,36.87810974881179,22033,22063,FALSE,22033,22063,1
547,592,44.86550921935366,26081,26117,FALSE,26081,26117,1
548,590,41.634510163501716,37147,37065,FALSE,37065,37147,1
548,419,51.02470640862383,37147,37195,FALSE,37147,37195,1
549,673,55.65727852643579,12105,12097,FALSE,12097,12105,1
549,871,67.29958090535345,12105,12057,FALSE,12057,12105,1
551,828,54.448144425118855,53033,53053,FALSE,53033,53053,1
552,685,19.325759710006704,13121,13067,FALSE,13067,13121,1
553,588,185.26232225916203,32031,06057,TRUE,06057,32031,1
554,591,71.27360850542465,48405,48241,FALSE,48241,48405,1
555,767,55.61735768344039,09001,36087,FALSE,09001,36087,1
556,669,47.73086284046099,06077,06099,FALSE,06077,06099,1
556,79,57.627957253957945,06077,06067,FALSE,06067,06077,1
557,709,47.85177380531524,01069,13253,FALSE,01069,13253,1
557,381,111.33860363607397,01069,13095,FALSE,01069,13095,1
558,694,86.05492790917219,20037,20125,FALSE,20037,20125,1
558,867,94.97833848575694,20037,29013,FALSE,20037,29013,1
559,641,33.582357617188514,13029,13051,FALSE,13029,13051,1
559,678,39.2554130044218,13029,13103,FALSE,13029,13103,1
560,790,37.93724363255856,12111,12061,FALSE,12061,12111,1
561,642,48.63422745309353,36055,36037,FALSE,36037,36055,1
562,448,62.04507233461165,13185,13071,FALSE,13071,13185,1
562,731,62.22790655845824,13185,13275,FALSE,13185,13275,1
563,720,38.67368523168958,26099,26125,FALSE,26099,26125,1
564,460,74.93640594169818,17079,17051,FALSE,17051,17079,1
565,838,14.659299787987294,51710,51650,FALSE,51650,51710,1
566,531,43.41860492225542,37179,37167,FALSE,37167,37179,1
566,151,44.13813186020514,37179,37025,FALSE,37025,37179,1
567,738,41.488144983057616,12091,12113,FALSE,12091,12113,1
568,780,48.02897880397019,06001,06081,FALSE,06001,06081,1
569,800,32.3991426433619,18085,18183,FALSE,18085,18183,1
569,344,39.63038172047357,18085,18039,FALSE,18039,18085,1
570,725,39.17124386777858,41053,41071,FALSE,41053,41071,1
572,215,54.750570483427936,01089,01095,FALSE,01089,01095,1
572,754,59.938829181880514,01089,47051,FALSE,01089,47051,1
574,733,36.718904942433824,22045,22101,FALSE,22045,22101,1
575,739,32.65708854258284,37133,37103,FALSE,37103,37133,1
576,727,28.488970055354454,28083,28133,FALSE,28083,28133,1
576,199,61.166140514094444,28083,28011,FALSE,28011,28083,1
577,812,78.08911983788533,26043,26041,FALSE,26041,26043,1
580,835,31.542446028442594,18011,18063,FALSE,18011,18063,1
581,737,44.89547211333787,19163,19139,FALSE,19139,19163,1
581,787,74.94218685159102,19163,17015,FALSE,17015,19163,1
582,597,44.15420082444913,28047,28059,FALSE,28047,28059,1
584,796,71.24768174087156,36007,36025,FALSE,36007,36025,1
585,860,61.45059700179757,39009,39053,FALSE,39009,39053,1
587,745,33.97367378014381,34011,34033,FALSE,34011,34033,1
589,617,40.58057787740156,21199,21125,FALSE,21125,21199,1
590,797,35.06637396583507,37065,37127,FALSE,37065,37127,1
591,599,58.96508375974156,48241,48199,TRUE,48199,48241,1
591,844,66.3062196992832,48241,22011,FALSE,22011,48241,1
592,542,41.392821976062024,26117,26067,FALSE,26067,26117,1
596,651,56.37988035781868,12003,12019,FALSE,12003,12019,1
600,312,56.52347466930244,09005,09009,FALSE,09005,09009,1
601,779,26.198135891596767,39143,39147,FALSE,39143,39147,1
601,776,40.0578560020566,39143,39173,FALSE,39143,39173,1
602,612,41.7633816355186,26145,26017,FALSE,26017,26145,1
602,322,42.534493510654066,26145,26155,FALSE,26145,26155,1
603,622,50.41697936218586,48085,48121,FALSE,48085,48121,1
604,873,54.659036307433894,12115,12015,FALSE,12015,12115,1
605,606,161.10519892568354,04015,04025,TRUE,04015,04025,1
607,859,50.0014402222764,45051,37047,FALSE,37047,45051,1
607,837,62.168829337916506,45051,45043,FALSE,45043,45051,1
608,648,32.70581128623909,42091,42045,FALSE,42045,42091,1
612,700,32.73242166620496,26017,26111,FALSE,26017,26111,1
613,132,73.46232047826754,47157,28143,FALSE,28143,47157,1
614,870,39.710029238173064,48021,48453,FALSE,48021,48453,1
614,441,67.1937934869196,48021,48491,FALSE,48021,48491,1
615,736,46.88412420967704,22109,22057,FALSE,22057,22109,1
615,468,66.81393478706109,22109,22007,FALSE,22007,22109,1
616,638,40.32226683023732,26047,26031,FALSE,26031,26047,1
616,778,43.43534956301274,26047,26029,FALSE,26029,26047,1
617,220,69.51068120997793,21125,21151,FALSE,21125,21151,1
618,666,72.6395717591793,29213,29077,FALSE,29077,29213,1
618,127,127.72111828361756,29213,05141,FALSE,05141,29213,1
619,654,38.05558972137286,13133,13219,FALSE,13133,13219,1
619,304,45.68154894529767,13133,13059,FALSE,13059,13133,1
620,882,114.83489607691314,48135,48227,FALSE,48135,48227,1
622,375,50.69471504389698,48121,48439,FALSE,48121,48439,1
623,609,70.3657741869012,48321,48039,FALSE,48039,48321,1
623,104,86.5461147724231,48321,48157,FALSE,48157,48321,1
624,375,96.0323217994044,48363,48439,FALSE,48363,48439,1
625,58,32.78043344517698,13149,13045,FALSE,13045,13149,1
627,809,48.14516334373235,31019,31079,FALSE,31019,31079,1
628,669,47.772357287499695,06047,06099,TRUE,06047,06099,1
628,523,85.66627628960858,06047,06085,FALSE,06047,06085,1
629,501,45.339077091125894,37023,37035,FALSE,37023,37035,1
630,419,39.290256898108915,37191,37195,FALSE,37191,37195,1
632,874,34.59710762573614,39011,39107,FALSE,39011,39107,1
634,869,124.62545209877095,20169,20173,FALSE,20169,20173,1
634,289,166.35444671378897,20169,20177,FALSE,20169,20177,1
636,659,9.486808523208683,36081,36047,FALSE,36047,36081,1
636,675,17.382373317755746,36081,36061,FALSE,36061,36081,1
637,596,68.00035332808065,12121,12003,FALSE,12003,12121,1
637,562,76.3324383398658,12121,13185,FALSE,12121,13185,1
640,527,64.8110725502771,29113,29189,FALSE,29113,29189,1
640,275,72.82020783730775,29113,29071,FALSE,29071,29113,1
641,678,48.86680750158936,13051,13103,FALSE,13051,13103,1
642,668,33.43561960936291,36037,36121,FALSE,36037,36121,1
642,791,45.322061729197905,36037,36051,FALSE,36037,36051,1
643,449,81.31645335381816,23005,23011,FALSE,23005,23011,1
644,746,35.70833856470443,05119,05125,FALSE,05119,05125,1
645,713,89.46052288277868,19047,31177,FALSE,19047,31177,1
645,303,104.49176672289094,19047,31055,FALSE,19047,31055,1
646,781,36.446563511328236,39055,39035,FALSE,39035,39055,1
647,492,98.00458424316076,06107,06019,FALSE,06019,06107,1
649,405,57.88067879012012,36063,36029,FALSE,36029,36063,1
649,642,58.69709691478018,36063,36037,TRUE,36037,36063,1
650,875,31.97841506722912,50003,50025,FALSE,50003,50025,1
652,724,37.666518310563454,39061,39025,FALSE,39025,39061,1
655,800,30.655323771556297,18113,18183,FALSE,18113,18183,1
656,698,37.914316852886756,21211,21111,FALSE,21111,21211,1
656,415,51.16667061238723,21211,21029,FALSE,21029,21211,1
657,680,33.069562534142705,42001,42041,FALSE,42001,42041,1
658,573,44.36248962837283,47037,47189,FALSE,47037,47189,1
659,675,15.83082754245605,36047,36061,FALSE,36047,36061,1
664,843,53.51724730615551,18027,18093,FALSE,18027,18093,1
665,717,57.36762252647037,26055,26113,FALSE,26055,26113,1
666,879,99.32236017757113,29077,29029,FALSE,29029,29077,1
667,670,28.416795873317813,42077,42095,TRUE,42077,42095,1
668,791,36.90144639989947,36121,36051,FALSE,36051,36121,1
672,370,49.675962913681985,39029,39151,FALSE,39029,39151,1
673,750,50.589043831125004,12097,12009,FALSE,12009,12097,1
673,57,53.743075391062945,12097,12095,FALSE,12095,12097,1
675,854,12.711591191473179,36061,36005,FALSE,36005,36061,1
676,480,52.907766331172155,12083,12107,FALSE,12083,12107,1
676,272,54.25494863782527,12083,12119,FALSE,12083,12119,1
679,832,32.63173212665237,47117,47119,FALSE,47117,47119,1
681,442,36.31412508823374,42079,42025,FALSE,42025,42079,1
682,653,43.74894883650468,17097,17043,FALSE,17043,17097,1
683,777,33.028140251632045,13195,13157,FALSE,13157,13195,1
684,405,71.74675324904213,36013,36029,FALSE,36013,36029,1
686,799,30.99578581342453,39013,54069,FALSE,39013,54069,1
686,586,84.097299187514,39013,54049,FALSE,39013,54049,1
688,827,101.44962441967213,29035,05075,FALSE,05075,29035,1
688,769,104.91702261785218,29035,29187,FALSE,29035,29187,1
690,836,52.12804523573612,29031,17077,FALSE,17077,29031,1
690,420,69.77174191522231,29031,29186,FALSE,29031,29186,1
693,839,29.438250146532667,22095,22089,FALSE,22089,22095,1
693,401,32.02881174923842,22095,22093,FALSE,22093,22095,1
695,747,65.04767644553093,27091,27015,FALSE,27015,27091,1
695,752,79.53524366582425,27091,27103,FALSE,27091,27103,1
697,101,83.17293581455303,40077,40101,FALSE,40077,40101,1
697,13,84.32858543370283,40077,40135,FALSE,40077,40135,1
700,816,37.01461357039151,26111,26073,FALSE,26073,26111,1
702,319,36.5691186430849,18067,18023,FALSE,18023,18067,1
703,85,47.8999385055095,21047,21177,FALSE,21047,21177,1
705,138,132.45471458312178,06025,06073,FALSE,06025,06073,1
708,822,41.10710071751129,19087,19183,FALSE,19087,19183,1
708,737,66.05020727357726,19087,19139,FALSE,19087,19139,1
709,731,90.76705358568552,13253,13275,FALSE,13253,13275,1
711,472,94.13209012489561,40137,40027,FALSE,40027,40137,1
711,338,115.3851848664422,40137,40125,FALSE,40125,40137,1
712,40,84.30840663568983,17143,17113,FALSE,17113,17143,1
714,872,46.95299746092287,42003,42129,FALSE,42003,42129,1
715,749,34.38518421566446,39097,39049,FALSE,39049,39097,1
716,40,67.65761675709915,17019,17113,FALSE,17019,17113,1
718,124,86.14937154197445,48423,48203,FALSE,48203,48423,1
721,868,86.54173068620649,53025,53021,FALSE,53021,53025,1
721,525,109.64674684661978,53025,53005,FALSE,53005,53025,1
722,820,76.8479366000705,51147,51041,FALSE,51041,51147,1
723,861,113.62268477484153,48451,48441,FALSE,48441,48451,1
723,882,136.37032957899197,48451,48227,FALSE,48227,48451,1
725,865,38.044227513737695,41071,41067,FALSE,41067,41071,1
726,829,40.91725161266532,42075,42071,FALSE,42071,42075,1
732,815,32.03021737370653,13057,13117,FALSE,13057,13117,1
733,468,49.07218230342316,22101,22007,FALSE,22007,22101,1
736,839,46.14319718455199,22057,22089,FALSE,22057,22089,1
740,808,29.147929722759812,18177,18041,FALSE,18041,18177,1
741,558,111.81323644512813,20031,20037,FALSE,20031,20037,1
744,657,58.98519488827732,24043,42001,FALSE,24043,42001,1
745,648,38.28842027274762,34033,42045,FALSE,34033,42045,1
746,433,63.35822237545678,05125,05045,FALSE,05045,05125,1
747,752,40.78861130470217,27015,27103,TRUE,27015,27103,1
750,286,60.63742787863496,12009,12117,FALSE,12009,12117,1
752,191,65.18441880278276,27103,27139,FALSE,27103,27139,1
753,94,27.980537871539184,13217,13297,FALSE,13217,13297,1
754,83,51.41341481499443,47051,47003,FALSE,47003,47051,1
755,819,31.50042605932211,22063,22005,FALSE,22005,22063,1
756,834,58.451119138972835,25009,25021,FALSE,25009,25021,1
757,164,48.681844471292585,08035,08031,FALSE,08031,08035,1
758,817,40.869528482115754,45079,45017,FALSE,45017,45079,1
760,835,31.54765429156672,18133,18063,FALSE,18063,18133,1
760,310,38.739082073514055,18133,18119,FALSE,18119,18133,1
762,849,71.79917298084821,55043,19005,FALSE,19005,55043,1
764,789,30.696374611463124,37021,37089,FALSE,37021,37089,1
764,395,59.875855925579565,37021,37161,FALSE,37021,37161,1
766,814,31.51736670741715,13021,13207,FALSE,13021,13207,1
767,852,36.23284143680696,36087,36071,FALSE,36071,36087,1
767,854,36.942873623758004,36087,36005,FALSE,36005,36087,1
768,770,57.34202466950506,08041,08119,TRUE,08041,08119,1
768,785,64.92558331601896,08041,08039,FALSE,08039,08041,1
769,639,50.07026649134837,29187,29099,FALSE,29099,29187,1
770,757,55.43828632270307,08119,08035,FALSE,08035,08119,1
772,295,50.760107054857365,37157,37067,FALSE,37067,37157,1
775,587,41.72779580303812,10001,34011,FALSE,10001,34011,1
775,745,54.470428650004386,10001,34033,FALSE,10001,34033,1
777,304,26.81582135180958,13157,13059,FALSE,13059,13157,1
778,638,83.15334638107694,26029,26031,FALSE,26029,26031,1
779,863,34.856334518962214,39147,39175,FALSE,39147,39175,1
780,813,55.12691226627569,06081,06087,TRUE,06081,06087,1
781,7,41.9751853867085,39035,39085,FALSE,39035,39085,1
782,551,63.401964519862894,53035,53033,FALSE,53033,53035,1
783,378,42.823720689877455,17111,17089,FALSE,17089,17111,1
784,32,34.02829615880333,39165,39017,FALSE,39017,39165,1
785,805,41.114816874448046,08039,08005,FALSE,08005,08039,1
785,335,64.91671630976228,08039,08001,FALSE,08001,08039,1
786,803,40.134431377333364,39045,39089,FALSE,39045,39089,1
786,749,40.93577022687076,39045,39049,FALSE,39045,39049,1
788,803,35.09015798325864,39083,39089,FALSE,39083,39089,1
789,385,50.30723752701315,37089,45045,FALSE,37089,45045,1
790,750,67.60356822844031,12061,12009,FALSE,12009,12061,1
792,734,48.38789699358627,50001,50007,FALSE,50001,50007,1
792,329,76.14207808973788,50001,50015,FALSE,50001,50015,1
793,579,54.983945976264124,20103,29047,FALSE,20103,29047,1
796,473,55.12066798940726,36025,36105,FALSE,36025,36105,1
798,838,21.111429703361207,51199,51650,FALSE,51199,51650,1
799,714,68.04025553058102,54069,42003,FALSE,42003,54069,1
801,839,43.95937288684194,22071,22089,FALSE,22071,22089,1
809,1,152.90765620225446,31079,31109,FALSE,31079,31109,1
812,778,107.4817986648346,26041,26029,FALSE,26029,26041,1
815,410,31.065252214894084,13117,13135,FALSE,13117,13135,1
818,874,34.721599566437,18001,39107,FALSE,18001,39107,1
823,856,30.5681469618464,39153,39103,FALSE,39103,39153,1
824,246,169.38998306825832,48479,48273,FALSE,48273,48479,1
824,316,178.5327955438352,48479,48325,FALSE,48325,48479,1
826,102,50.93393832265254,28065,28073,FALSE,28065,28073,1
827,281,101.30844510540186,05075,05023,FALSE,05023,05075,1
828,848,52.92389098141833,53053,53067,TRUE,53053,53067,1
830,807,81.20382217482036,55057,55021,FALSE,55021,55057,1
831,293,76.55637950666132,01055,01121,FALSE,01055,01121,1
833,190,37.831934076057436,55133,55079,FALSE,55079,55133,1
834,853,41.650432272871704,25021,25023,TRUE,25021,25023,1
836,420,69.41796960149301,17077,29186,FALSE,17077,29186,1
837,148,65.38556042508341,45043,45015,FALSE,45015,45043,1
841,4,70.39894858103514,48219,48189,FALSE,48189,48219,1
843,751,35.81553382635873,18093,18105,FALSE,18093,18105,1
844,163,65.31608921891576,22011,22053,FALSE,22011,22053,1
845,698,53.57772587276563,21163,21111,FALSE,21111,21163,1
847,639,49.454754437590374,29510,29099,FALSE,29099,29510,1
852,473,52.40168788154379,36071,36105,FALSE,36071,36105,1
853,19,45.222096533505685,25023,25025,FALSE,25023,25025,1
854,636,21.600320476284327,36005,36081,FALSE,36005,36081,1
855,193,108.56387333463057,37055,37031,FALSE,37031,37055,1
855,259,128.60599040477814,37055,51550,FALSE,37055,51550,1
857,872,55.7438037038215,42005,42129,FALSE,42005,42129,1
858,587,44.753192363508006,34001,34011,FALSE,34001,34011,1
862,137,95.17363573559918,06079,06031,FALSE,06031,06079,1
866,565,24.944692056336624,51810,51710,FALSE,51710,51810,1
867,510,83.19085243389287,29013,29095,FALSE,29013,29095,1
869,129,74.14243373668391,20173,20035,FALSE,20035,20173,1
876,692,58.93329118931596,22041,22073,FALSE,22041,22073,1
876,414,76.66261195984163,22041,22067,FALSE,22041,22067,1
878,423,96.95577443787637,05057,48067,FALSE,05057,48067,1
879,228,67.85935219861506,29029,29051,FALSE,29029,29051,1
880,306,75.31826882418832,40047,40071,FALSE,40047,40071,1
880,25,94.4037933572428,40047,40017,FALSE,40017,40047,1
38,39,45.15063150649073,18069,18003,TRUE,18003,18069,1
237,244,43.2558671838622,24009,24019,TRUE,24009,24019,1
271,272,62.38120551679606,12101,12119,TRUE,12101,12119,1
536,537,101.14924359391892,22051,22103,TRUE,22051,22103,1
556,568,64.72650395411607,06077,06001,TRUE,06001,06077,1
626,633,67.77301899697068,22013,22015,TRUE,22013,22015,1
757,768,65.193097728841,08035,08041,TRUE,08035,08041,1
774,779,44.71837469825652,39077,39147,TRUE,39077,39147,1
776,779,49.26726188568562,39173,39147,TRUE,39147,39173,1
782,828,75.34067234007965,53035,53053,TRUE,53035,53053,1
